20210605T,"$53,503,415,341","$53,503,415,341","$53,503,415,341","$53,503,415,341",0
20210606T,"$52,375,063,062","$52,375,063,062","$52,375,063,062","$52,375,063,062",0
20210607T,"$52,716,135,276","$52,716,135,276","$52,716,135,276","$52,716,135,276",0
20210608T,"$47,589,821,332","$47,589,821,332","$47,589,821,332","$47,589,821,332",0
20210609T,"$46,260,202,037","$46,260,202,037","$46,260,202,037","$46,260,202,037",0
20210610T,"$48,527,441,327","$48,527,441,327","$48,527,441,327","$48,527,441,327",0
20210611T,"$46,334,286,389","$46,334,286,389","$46,334,286,389","$46,334,286,389",0
20210612T,"$44,332,895,130","$44,332,895,130","$44,332,895,130","$44,332,895,130",0
20210613T,"$43,911,363,309","$43,911,363,309","$43,911,363,309","$43,911,363,309",0
20210614T,"$45,718,207,167","$45,718,207,167","$45,718,207,167","$45,718,207,167",0
20210615T,"$46,233,735,500","$46,233,735,500","$46,233,735,500","$46,233,735,500",0
20210616T,"$46,420,187,145","$46,420,187,145","$46,420,187,145","$46,420,187,145",0
20210617T,"$44,111,848,728","$44,111,848,728","$44,111,848,728","$44,111,848,728",0
20210618T,"$43,825,967,564","$43,825,967,564","$43,825,967,564","$43,825,967,564",0
20210619T,"$41,792,811,152","$41,792,811,152","$41,792,811,152","$41,792,811,152",0
20210620T,"$41,328,862,289","$41,328,862,289","$41,328,862,289","$41,328,862,289",0
20210621T,"$40,689,775,331","$40,689,775,331","$40,689,775,331","$40,689,775,331",0
20210622T,"$26,494,969,260","$26,494,969,260","$26,494,969,260","$26,494,969,260",0
20210623T,"$27,675,193,381","$27,675,193,381","$27,675,193,381","$27,675,193,381",0
20210624T,"$34,230,000,049","$34,230,000,049","$34,230,000,049","$34,230,000,049",0
20210625T,"$37,994,318,256","$37,994,318,256","$37,994,318,256","$37,994,318,256",0
20210626T,"$35,270,846,816","$35,270,846,816","$35,270,846,816","$35,270,846,816",0
20210627T,"$35,217,452,049","$35,217,452,049","$35,217,452,049","$35,217,452,049",0
20210628T,"$38,003,100,105","$38,003,100,105","$38,003,100,105","$38,003,100,105",0
20210629T,"$37,494,580,298","$37,494,580,298","$37,494,580,298","$37,494,580,298",0
20210630T,"$38,998,896,897","$38,998,896,897","$38,998,896,897","$38,998,896,897",0
20210701T,"$37,482,894,026","$37,482,894,026","$37,482,894,026","$37,482,894,026",0
20210702T,"$36,245,926,164","$36,245,926,164","$36,245,926,164","$36,245,926,164",0
20210703T,"$36,089,085,778","$36,089,085,778","$36,089,085,778","$36,089,085,778",0
20210704T,"$36,562,389,733","$36,562,389,733","$36,562,389,733","$36,562,389,733",0
20210705T,"$36,568,783,672","$36,568,783,672","$36,568,783,672","$36,568,783,672",0
20210706T,"$34,561,744,568","$34,561,744,568","$34,561,744,568","$34,561,744,568",0
20210707T,"$34,869,185,705","$34,869,185,705","$34,869,185,705","$34,869,185,705",0
20210708T,"$33,585,492,108","$33,585,492,108","$33,585,492,108","$33,585,492,108",0
20210709T,"$30,920,827,714","$30,920,827,714","$30,920,827,714","$30,920,827,714",0
20210710T,"$32,473,064,567","$32,473,064,567","$32,473,064,567","$32,473,064,567",0
20210711T,"$31,548,296,533","$31,548,296,533","$31,548,296,533","$31,548,296,533",0
20210712T,"$31,855,137,566","$31,855,137,566","$31,855,137,566","$31,855,137,566",0
20210713T,"$30,899,240,329","$30,899,240,329","$30,899,240,329","$30,899,240,329",0
20210714T,"$29,380,008,197","$29,380,008,197","$29,380,008,197","$29,380,008,197",0
20210715T,"$29,336,201,376","$29,336,201,376","$29,336,201,376","$29,336,201,376",0
20210716T,"$27,657,657,663","$27,657,657,663","$27,657,657,663","$27,657,657,663",0
20210717T,"$25,723,773,183","$25,723,773,183","$25,723,773,183","$25,723,773,183",0
20210718T,"$27,385,834,803","$27,385,834,803","$27,385,834,803","$27,385,834,803",0
20210719T,"$27,365,041,410","$27,365,041,410","$27,365,041,410","$27,365,041,410",0
20210720T,"$25,822,749,540","$25,822,749,540","$25,822,749,540","$25,822,749,540",0
20210721T,"$25,520,194,213","$25,520,194,213","$25,520,194,213","$25,520,194,213",0
20210722T,"$28,200,535,484","$28,200,535,484","$28,200,535,484","$28,200,535,484",0
20210723T,"$28,247,509,453","$28,247,509,453","$28,247,509,453","$28,247,509,453",0
20210724T,"$28,526,169,546","$28,526,169,546","$28,526,169,546","$28,526,169,546",0
20210725T,"$29,106,251,692","$29,106,251,692","$29,106,251,692","$29,106,251,692",0
20210726T,"$29,276,098,414","$29,276,098,414","$29,276,098,414","$29,276,098,414",0
20210727T,"$30,093,758,749","$30,093,758,749","$30,093,758,749","$30,093,758,749",0
20210728T,"$29,864,216,691","$29,864,216,691","$29,864,216,691","$29,864,216,691",0
20210729T,"$30,331,545,636","$30,331,545,636","$30,331,545,636","$30,331,545,636",0
20210730T,"$30,413,561,373","$30,413,561,373","$30,413,561,373","$30,413,561,373",0
20210731T,"$30,093,748,586","$30,093,748,586","$30,093,748,586","$30,093,748,586",0
20210801T,"$31,131,904,049","$31,131,904,049","$31,131,904,049","$31,131,904,049",0
20210802T,"$29,597,236,759","$29,597,236,759","$29,597,236,759","$29,597,236,759",0
20210803T,"$29,860,534,431","$29,860,534,431","$29,860,534,431","$29,860,534,431",0
20210804T,"$28,921,508,106","$28,921,508,106","$28,921,508,106","$28,921,508,106",0
20210805T,"$29,555,837,799","$29,555,837,799","$29,555,837,799","$29,555,837,799",0
20210806T,"$29,460,993,557","$29,460,993,557","$29,460,993,557","$29,460,993,557",0
20210807T,"$30,005,316,368","$30,005,316,368","$30,005,316,368","$30,005,316,368",0
20210808T,"$37,439,660,205","$37,439,660,205","$37,439,660,205","$37,439,660,205",0
20210809T,"$34,949,021,413","$34,949,021,413","$34,949,021,413","$34,949,021,413",0
20210810T,"$36,874,833,926","$36,874,833,926","$36,874,833,926","$36,874,833,926",0
20210811T,"$37,413,362,445","$37,413,362,445","$37,413,362,445","$37,413,362,445",0
20210812T,"$38,734,767,284","$38,734,767,284","$38,734,767,284","$38,734,767,284",0
20210813T,"$38,591,427,245","$38,591,427,245","$38,591,427,245","$38,591,427,245",0
20210814T,"$41,357,476,599","$41,357,476,599","$41,357,476,599","$41,357,476,599",0
20210815T,"$42,516,224,036","$42,516,224,036","$42,516,224,036","$42,516,224,036",0
20210816T,"$48,552,378,074","$48,552,378,074","$48,552,378,074","$48,552,378,074",0
20210817T,"$46,865,664,215","$46,865,664,215","$46,865,664,215","$46,865,664,215",0
20210818T,"$43,092,185,363","$43,092,185,363","$43,092,185,363","$43,092,185,363",0
20210819T,"$44,020,745,296","$44,020,745,296","$44,020,745,296","$44,020,745,296",0
20210820T,"$44,493,213,361","$44,493,213,361","$44,493,213,361","$44,493,213,361",0
20210821T,"$47,003,722,513","$47,003,722,513","$47,003,722,513","$47,003,722,513",0
20210822T,"$45,577,258,073","$45,577,258,073","$45,577,258,073","$45,577,258,073",0
20210823T,"$45,315,263,317","$45,315,263,317","$45,315,263,317","$45,315,263,317",0
20210824T,"$45,812,026,325","$45,812,026,325","$45,812,026,325","$45,812,026,325",0
20210825T,"$41,727,456,996","$41,727,456,996","$41,727,456,996","$41,727,456,996",0
20210826T,"$42,176,702,559","$42,176,702,559","$42,176,702,559","$42,176,702,559",0
20210827T,"$39,324,077,781","$39,324,077,781","$39,324,077,781","$39,324,077,781",0
20210828T,"$42,290,260,840","$42,290,260,840","$42,290,260,840","$42,290,260,840",0
20210829T,"$41,105,982,089","$41,105,982,089","$41,105,982,089","$41,105,982,089",0
20210830T,"$40,472,994,916","$40,472,994,916","$40,472,994,916","$40,472,994,916",0
20210831T,"$38,895,380,101","$38,895,380,101","$38,895,380,101","$38,895,380,101",0
20210901T,"$40,027,708,802","$40,027,708,802","$40,027,708,802","$40,027,708,802",0
20210902T,"$41,942,273,484","$41,942,273,484","$41,942,273,484","$41,942,273,484",0
20210903T,"$42,380,306,183","$42,380,306,183","$42,380,306,183","$42,380,306,183",0
20210904T,"$42,363,312,791","$42,363,312,791","$42,363,312,791","$42,363,312,791",0
20210905T,"$43,105,866,605","$43,105,866,605","$43,105,866,605","$43,105,866,605",0
20210906T,"$44,698,688,362","$44,698,688,362","$44,698,688,362","$44,698,688,362",0
20210907T,"$44,263,498,562","$44,263,498,562","$44,263,498,562","$44,263,498,562",0
20210908T,"$36,409,587,168","$36,409,587,168","$36,409,587,168","$36,409,587,168",0
20210909T,"$37,076,030,978","$37,076,030,978","$37,076,030,978","$37,076,030,978",0
20210910T,"$36,863,057,944","$36,863,057,944","$36,863,057,944","$36,863,057,944",0
20210911T,"$34,992,968,678","$34,992,968,678","$34,992,968,678","$34,992,968,678",0
20210912T,"$35,045,640,336","$35,045,640,336","$35,045,640,336","$35,045,640,336",0
20210913T,"$36,612,118,449","$36,612,118,449","$36,612,118,449","$36,612,118,449",0
20210914T,"$34,370,998,550","$34,370,998,550","$34,370,998,550","$34,370,998,550",0
20210915T,"$34,996,207,600","$34,996,207,600","$34,996,207,600","$34,996,207,600",0
20210916T,"$35,886,912,658","$35,886,912,658","$35,886,912,658","$35,886,912,658",0
20210917T,"$36,209,842,011","$36,209,842,011","$36,209,842,011","$36,209,842,011",0
20210918T,"$35,865,673,230","$35,865,673,230","$35,865,673,230","$35,865,673,230",0
20210919T,"$35,723,572,067","$35,723,572,067","$35,723,572,067","$35,723,572,067",0
20210920T,"$34,897,699,838","$34,897,699,838","$34,897,699,838","$34,897,699,838",0
20210921T,"$30,675,927,054","$30,675,927,054","$30,675,927,054","$30,675,927,054",0
20210922T,"$29,607,222,514","$29,607,222,514","$29,607,222,514","$29,607,222,514",0
20210923T,"$33,107,959,790","$33,107,959,790","$33,107,959,790","$33,107,959,790",0
20210924T,"$33,546,446,449","$33,546,446,449","$33,546,446,449","$33,546,446,449",0
20210925T,"$31,351,475,958","$31,351,475,958","$31,351,475,958","$31,351,475,958",0
20210926T,"$31,259,323,489","$31,259,323,489","$31,259,323,489","$31,259,323,489",0
20210927T,"$31,019,564,319","$31,019,564,319","$31,019,564,319","$31,019,564,319",0
20210928T,"$29,817,370,182","$29,817,370,182","$29,817,370,182","$29,817,370,182",0
20210929T,"$29,383,284,103","$29,383,284,103","$29,383,284,103","$29,383,284,103",0
20210930T,"$29,779,315,148","$29,779,315,148","$29,779,315,148","$29,779,315,148",0
20211001T,"$30,527,667,565","$30,527,667,565","$30,527,667,565","$30,527,667,565",0
20211002T,"$33,122,695,809","$33,122,695,809","$33,122,695,809","$33,122,695,809",0
20211003T,"$32,840,215,644","$32,840,215,644","$32,840,215,644","$32,840,215,644",0
20211004T,"$33,555,812,631","$33,555,812,631","$33,555,812,631","$33,555,812,631",0
20211005T,"$38,795,467,105","$38,795,467,105","$38,795,467,105","$38,795,467,105",0
20211006T,"$41,776,793,075","$41,776,793,075","$41,776,793,075","$41,776,793,075",0
20211007T,"$47,363,657,367","$47,363,657,367","$47,363,657,367","$47,363,657,367",0
20211008T,"$43,319,123,396","$43,319,123,396","$43,319,123,396","$43,319,123,396",0
20211009T,"$45,750,180,596","$45,750,180,596","$45,750,180,596","$45,750,180,596",0
20211010T,"$45,977,079,639","$45,977,079,639","$45,977,079,639","$45,977,079,639",0
20211011T,"$43,371,251,646","$43,371,251,646","$43,371,251,646","$43,371,251,646",0
20211012T,"$45,625,254,797","$45,625,254,797","$45,625,254,797","$45,625,254,797",0
20211013T,"$44,461,907,113","$44,461,907,113","$44,461,907,113","$44,461,907,113",0
20211014T,"$45,615,073,402","$45,615,073,402","$45,615,073,402","$45,615,073,402",0
20211015T,"$44,823,754,129","$44,823,754,129","$44,823,754,129","$44,823,754,129",0
20211016T,"$44,148,597,571","$44,148,597,571","$44,148,597,571","$44,148,597,571",0
20211017T,"$44,708,958,695","$44,708,958,695","$44,708,958,695","$44,708,958,695",0
20211018T,"$45,558,946,481","$45,558,946,481","$45,558,946,481","$45,558,946,481",0
20211019T,"$47,188,230,260","$47,188,230,260","$47,188,230,260","$47,188,230,260",0
20211020T,"$47,190,990,760","$47,190,990,760","$47,190,990,760","$47,190,990,760",0
20211021T,"$48,972,655,207","$48,972,655,207","$48,972,655,207","$48,972,655,207",0
20211022T,"$46,439,879,669","$46,439,879,669","$46,439,879,669","$46,439,879,669",0
20211023T,"$47,061,808,097","$47,061,808,097","$47,061,808,097","$47,061,808,097",0
20211024T,"$50,741,768,612","$50,741,768,612","$50,741,768,612","$50,741,768,612",0
20211025T,"$55,165,164,845","$55,165,164,845","$55,165,164,845","$55,165,164,845",0
20211026T,"$56,685,118,497","$56,685,118,497","$56,685,118,497","$56,685,118,497",0
20211027T,"$58,507,431,996","$58,507,431,996","$58,507,431,996","$58,507,431,996",0
20211028T,"$73,742,418,704","$73,742,418,704","$73,742,418,704","$73,742,418,704",0
20211029T,"$78,653,655,324","$78,653,655,324","$78,653,655,324","$78,653,655,324",0
20211030T,"$81,818,545,842","$81,818,545,842","$81,818,545,842","$81,818,545,842",0
20211031T,"$73,386,785,276","$73,386,785,276","$73,386,785,276","$73,386,785,276",0
20211101T,"$76,119,684,314","$76,119,684,314","$76,119,684,314","$76,119,684,314",0
20211102T,"$77,366,516,948","$77,366,516,948","$77,366,516,948","$77,366,516,948",0
20211103T,"$75,829,912,032","$75,829,912,032","$75,829,912,032","$75,829,912,032",0
20211104T,"$68,388,387,451","$68,388,387,451","$68,388,387,451","$68,388,387,451",0
20211105T,"$64,285,333,026","$64,285,333,026","$64,285,333,026","$64,285,333,026",0
20211106T,"$71,467,371,077","$71,467,371,077","$71,467,371,077","$71,467,371,077",0
20211107T,"$68,973,326,292","$68,973,326,292","$68,973,326,292","$68,973,326,292",0
20211108T,"$68,886,894,418","$68,886,894,418","$68,886,894,418","$68,886,894,418",0
20211109T,"$69,767,621,895","$69,767,621,895","$69,767,621,895","$69,767,621,895",0
20211110T,"$68,615,409,783","$68,615,409,783","$68,615,409,783","$68,615,409,783",0
20211111T,"$63,172,048,748","$63,172,048,748","$63,172,048,748","$63,172,048,748",0
20211112T,"$67,616,440,050","$67,616,440,050","$67,616,440,050","$67,616,440,050",0
20211113T,"$64,911,271,234","$64,911,271,234","$64,911,271,234","$64,911,271,234",0
20211114T,"$65,012,408,348","$65,012,408,348","$65,012,408,348","$65,012,408,348",0
20211115T,"$66,190,861,204","$66,190,861,204","$66,190,861,204","$66,190,861,204",0
20211116T,"$65,556,645,894","$65,556,645,894","$65,556,645,894","$65,556,645,894",0
